Authors,DOI,ID,Issued Date,Publisher,Society code,Title
"Nghiem, Long; Collins, David A.; Sharma, Ravi",10.2118/21221-MS,SPE-21221-MS,Tue Jan 01 00:00:00 GMT 1991,Society of Petroleum Engineers,SPE,Seventh SPE Comparative Solution Project: Modelling of Horizontal Wells in Reservoir Simulation
